lien,groupe_parlementaire,departement
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5567/(legislature)/47,Communiste,Aube
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5579/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6463/(legislature)/47,Paysan,Polynésie française
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5617/(legislature)/47,Mouvement républicain populaire,Haut-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5619/(legislature)/47,Mouvement républicain populaire,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5630/(legislature)/47,Républicains sociaux,Haute-Volta
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5648/(legislature)/47,Communiste,Hérault
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5664/(legislature)/47,Socialiste,Ardèche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5668/(legislature)/47,Républicain radical et radical-socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5678/(legislature)/47,Paysan,Isère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5685/(legislature)/47,Socialiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5689/(legislature)/47,Union et fraternité française,Allier
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5722/(legislature)/47,Communiste,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5727/(legislature)/47,Union et fraternité francaise,Puy-de-Dôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5730/(legislature)/47,Communiste,Loir-et-Cher
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5739/(legislature)/47,Indépendants et paysans d'action sociale,Haute-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5761/(legislature)/47,Communiste,Tarn
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5756/(legislature)/47,Union et fraternité francaise,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5763/(legislature)/47,Indépendants et paysans d'action sociale,Orne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5769/(legislature)/47,Mouvement républicain populaire,Ardennes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5770/(legislature)/47,Communiste,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5774/(legislature)/47,Communiste,Eure-et-Loir
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3189/(legislature)/47,Communiste,Seine-et-Oise
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5801/(legislature)/47,Communiste,Dordogne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5826/(legislature)/47,Indépendants et paysans d'action sociale,Loiret
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5836/(legislature)/47,Républicains sociaux,Loir-et-Cher
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5845/(legislature)/47,Indépendants et paysans d'action sociale,Basses-Pyrénées
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5881/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5892/(legislature)/47,Indépendants et paysans d'action sociale,Haute-Savoie
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5916/(legislature)/47,Communiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5925/(legislature)/47,Socialiste,Yonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5942/(legislature)/47,Indépendants et paysans d'action sociale,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5945/(legislature)/47,Socialiste,Sarthe
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5952/(legislature)/47,Indépendants et paysans d'action sociale,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5958/(legislature)/47,Communiste,Indre
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5964/(legislature)/47,Communiste,Eure
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5974/(legislature)/47,Indépendants et paysans d'action sociale,Ardèche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5975/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Cameroun
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5980/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Côtes-du-Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5999/(legislature)/47,Non inscrit,Vosges
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6409/(legislature)/47,Union et fraternité francaise,Vaucluse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6458/(legislature)/47,Communiste,Alpes-Maritimes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6480/(legislature)/47,Communiste,Corrèze
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6948/(legislature)/47,Socialiste,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6500/(legislature)/47,Communiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6503/(legislature)/47,Indépendants et paysans d'action sociale,Mayenne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6505/(legislature)/47,Mouvement républicain populaire,Maine-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6506/(legislature)/47,Union et fraternité francaise,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6512/(legislature)/47,Communiste,Charente
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6515/(legislature)/47,Communiste,Somme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6522/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6541/(legislature)/47,Indépendants et paysans d'action sociale,Var
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6554/(legislature)/47,Républicain radical et radical-socialiste,Corrèze
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6563/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6565/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6584/(legislature)/47,Indépendants et paysans d'action sociale,Loire-Atlantique
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6586/(legislature)/47,Mouvement républicain populaire,Madagascar
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6588/(legislature)/47,Socialiste,Aveyron
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6592/(legislature)/47,Indépendants et paysans d'action sociale,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6595/(legislature)/47,Communiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6596/(legislature)/47,Républicain radical et radical-socialiste,Indre
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6598/(legislature)/47,Communiste,Dordogne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6630/(legislature)/47,Mouvement républicain populaire,Manche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6648/(legislature)/47,Socialiste,Haute-Vienne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6659/(legislature)/47,Mouvement républicain populaire,Tarn
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6670/(legislature)/47,Communiste,Aisne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6686/(legislature)/47,Union et fraternité francaise,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6703/(legislature)/47,Mouvement républicain populaire,Haut-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6710/(legislature)/47,Indépendants et paysans d'action sociale,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6712/(legislature)/47,Union et fraternité francaise,Tarn
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6714/(legislature)/47,Communiste,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6722/(legislature)/47,Indépendants et paysans d'action sociale,Ardèche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6756/(legislature)/47,Communiste,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6777/(legislature)/47,Socialiste,Aube
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6792/(legislature)/47,Indépendants et paysans d'action sociale,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6023/(legislature)/47,Communiste,Gard
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6041/(legislature)/47,Communiste,Saône-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6042/(legislature)/47,Indépendants et paysans d'action sociale,Côte-d'Or
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6062/(legislature)/47,Républicain radical et radical-socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6078/(legislature)/47,Communiste,Aude
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6111/(legislature)/47,Communiste,Ardèche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6110/(legislature)/47,Communiste,Gard
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6136/(legislature)/47,Indépendants et paysans d'action sociale,Vendée
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6188/(legislature)/47,Union et fraternité francaise,Isère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4858/(legislature)/47,Socialiste,Vaucluse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6190/(legislature)/47,Communiste,Lot-et-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6191/(legislature)/47,Communiste,Haute-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6206/(legislature)/47,Républicain radical et radical-socialiste,Haute-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6258/(legislature)/47,Indépendants et paysans d'action sociale,Deux-Sèvres
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6262/(legislature)/47,Union et fraternité française,Aude
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6271/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Madagascar
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6302/(legislature)/47,Communiste,Aisne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6313/(legislature)/47,Mouvement républicain populaire,Maine-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6322/(legislature)/47,Communiste,Meuse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6323/(legislature)/47,Socialiste,Saint-Pierre-et-Miquelon
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6329/(legislature)/47,Mouvement républicain populaire,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6333/(legislature)/47,Union et fraternité francaise,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6345/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6353/(legislature)/47,Mouvement républicain populaire,Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6358/(legislature)/47,Mouvement républicain populaire,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6359/(legislature)/47,Mouvement républicain populaire,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6369/(legislature)/47,Socialiste,Loiret
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6374/(legislature)/47,Mouvement républicain populaire,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6385/(legislature)/47,Indépendants d'outre-mer,Sénégal
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6830/(legislature)/47,Mouvement républicain populaire,Mauritanie
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6852/(legislature)/47,Mouvement républicain populaire,Drôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6862/(legislature)/47,Socialiste,Soudan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6882/(legislature)/47,Républicain radical et radical-socialiste,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6885/(legislature)/47,Républicain radical et radical-socialiste,Indre-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6886/(legislature)/47,Indépendants et paysans d'action sociale,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6890/(legislature)/47,Communiste,Charente
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6892/(legislature)/47,Républicains sociaux,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6946/(legislature)/47,Union et fraternité francaise,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6954/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6979/(legislature)/47,Mouvement républicain populaire,Ille-et-Vilaine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6982/(legislature)/47,Indépendants et paysans d'action sociale,Aveyron
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7002/(legislature)/47,Union et fraternité francaise,Hérault
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7008/(legislature)/47,Communiste,Lot
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7010/(legislature)/47,Indépendants et paysans d'action sociale,Charente
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7020/(legislature)/47,Communiste,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7022/(legislature)/47,Mouvement républicain populaire,Gard
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7036/(legislature)/47,Indépendants et paysans d'action sociale,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7046/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7044/(legislature)/47,Non inscrit,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7061/(legislature)/47,Socialiste,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7063/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7084/(legislature)/47,Républicains sociaux,Guadeloupe
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7091/(legislature)/47,Socialiste,Ardennes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7094/(legislature)/47,Non inscrit,Basses-Pyrénées
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7101/(legislature)/47,Républicain radical et radical-socialiste,Ain
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7105/(legislature)/47,Paysan,Loire-Atlantique
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7111/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Guinée
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7116/(legislature)/47,Communiste,Pyrénées-Orientales
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7120/(legislature)/47,Communiste,Creuse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7145/(legislature)/47,Indépendants et paysans d'action sociale,Lozère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7147/(legislature)/47,Républicain radical et radical-socialiste,Lot-et-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7151/(legislature)/47,Républicains sociaux,Calvados
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7153/(legislature)/47,Communiste,Haute-Vienne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7169/(legislature)/47,Socialiste,Madagascar
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7170/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7172/(legislature)/47,Indépendants et paysans d'action sociale,Maine-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7182/(legislature)/47,Communiste,Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7185/(legislature)/47,Mouvement républicain populaire,Haut-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7198/(legislature)/47,Union et fraternité francaise,Saône-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7202/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7207/(legislature)/47,Communiste,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7209/(legislature)/47,Socialiste,Aude
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7211/(legislature)/47,Union et fraternité francaise,Isère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7212/(legislature)/47,Paysan,Indre-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7213/(legislature)/47,Union et fraternité francaise,Puy-de-Dôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7214/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7215/(legislature)/47,Communiste,Allier
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7220/(legislature)/47,Socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7221/(legislature)/47,Communiste,La Réunion
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7222/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7226/(legislature)/47,Socialiste,Martinique
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7228/(legislature)/47,Républicains sociaux,Lozère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7230/(legislature)/47,Mouvement républicain populaire,Jura
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7233/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7234/(legislature)/47,Union et fraternité française,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7258/(legislature)/47,Mouvement républicain populaire,Morbihan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7235/(legislature)/47,Mouvement républicain populaire,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7237/(legislature)/47,Communiste,Allier
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7259/(legislature)/47,Paysan,Haute-Saône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7243/(legislature)/47,Communiste,Saône-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7246/(legislature)/47,Mouvement républicain populaire,Haut-Rhin
